year,songName,songURI,artistName,artistURI,albumName,albumURI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,mode,key,time_signature,popularity
2001,Someone To Call My Lover,spotify:track:3cNtjgYi1Z6zR35fOiNtuZ,Janet Jackson,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,All For You,spotify:album:6yJxXjxLIx0EHWAs6Wasyq,0.135,0.729,0.914,0.000672,0.156,-4.043,0.041,127.907,0.921,272360,1,2,4,41
2001,With Arms Wide Open,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,Creed,spotify:artist:43sZBwHjahUvgbx1WNIkIz,Human Clay,spotify:album:3Nyjm9NBEdiaiWr2BEaV46,0.00425,0.41,0.539,0.00089,0.117,-8.412,0.0302,138.852,0.141,274800,1,0,4,64
2001,Case Of The Ex (Whatcha Gonna Do),spotify:track:1ak0S3NhwWrUgNlQhJ1412,Mýa,spotify:artist:6lHL3ubAMgSasKjNqKb8HF,Fear Of Flying,spotify:album:4LPScJnCr71D6oXB1MfQJ7,0.0687,0.774,0.684,9.34e-05,0.0765,-4.721,0.0408,98.001,0.354,236827,0,1,4,52
2001,All or Nothing,spotify:track:1z35crfs2inLHpArGKuHFd,O-Town,spotify:artist:4zKhX6hYCQPNs406umP9Fx,O-Town,spotify:album:2p3MVko3VDeGHtzJDM6ofg,0.205,0.644,0.473,0,0.183,-5.201,0.0282,126.925,0.252,281427,1,0,4,0
2001,Bootylicious,spotify:track:41nT1Sp6ChR65FbsdLlFHW,Destiny's Child,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,Survivor,spotify:album:2HcjLD0ButtKsQYqzoyOx9,0.00281,0.84,0.835,1.11e-06,0.152,-4.386,0.275,103.376,0.637,207907,0,1,4,62
2001,I'm Like A Bird,spotify:track:2tP7ZekzXfduShx8C6cbll,Nelly Furtado,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,"Whoa, Nelly!",spotify:album:1Tm4dxG0SLeX7VgeHZO9Ix,0.138,0.622,0.608,5.38e-06,0.273,-5.085,0.036,89.661,0.607,243160,1,10,4,70
2001,Kryptonite,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,3 Doors Down,spotify:artist:2RTUTCvo6onsAnheUk3aL9,The Better Life,spotify:album:5gO2acKSOaJnP0Mcy8IpU6,0.00664,0.545,0.865,1.12e-05,0.168,-5.708,0.0286,99.01,0.543,233933,0,11,4,78
2001,"Fiesta (feat. Jay-Z, Boo & Gotti) - Remix",spotify:track:77S8pBH3ilaDIPmTJkRNQn,R. Kelly;JAY-Z;Boo;Gotti,"spotify:artist:2mxe0TnaNL039ysAj51xPQ,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,spotify:artist:5Z3tsYTS1kfBUfGjCLXmqy,spotify:artist:4AX9k5ERS9sFbH7XPl1y4J",The R. In R&B Collection: Volume 1,spotify:album:5uOxZXXDo9oQ8QBn4SYZR8,0.0103,0.92,0.487,0,0.0411,-5.578,0.182,92.836,0.806,241400,0,10,4,52
2001,When It's Over - David Kahne Main,spotify:track:5ZsPy9wHH733NlU6c4v2Hi,Sugar Ray,spotify:artist:4uN3DsfENc7dp0OLO0FEIb,Sugar Ray,spotify:album:7rq2iwU4TVxeZJbR4Gb2ht,0.0387,0.675,0.775,0,0.383,-5.772,0.0522,99.945,0.933,217853,1,4,4,54
2001,Jaded,spotify:track:4iihDHIoKZdOeOW1kFDUtR,Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Just Push Play,spotify:album:6yRJAw8rbqn8dJVw1nxYWb,0.005,0.517,0.89,1.47e-05,0.0824,-4.033,0.0539,118.009,0.632,214333,1,9,4,61
2001,Promise,spotify:track:1X1KDnhTnb28tpJlgOV3lD,Jagged Edge,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,J.E. Heartbreak,spotify:album:4tIkdOt2ohTHJ1VptEwNu3,0.136,0.751,0.568,0,0.0288,-5.431,0.0872,128.002,0.646,246720,0,5,4,57
2001,Missing You,spotify:track:0CmXXEwul09Kf8X68lPA5l,Case,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy,Open Letter,spotify:album:5nfFCN6B0AhReHctfLi1vL,0.285,0.612,0.579,0,0.0556,-6.417,0.0553,86.31,0.716,284667,0,1,4,53
2001,Differences,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,Ginuwine,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,The Life,spotify:album:5IZeegMeRHlyKE6LKrVuYt,0.318,0.562,0.594,0,0.311,-4.578,0.0558,62.876,0.423,265533,0,3,4,69
2001,This I Promise You,spotify:track:46n2EGFnPC3tzWCN1Aqe26,*NSYNC,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,No Strings Attached,spotify:album:20RMokVwJ2wjQ0s8FOdOFC,0.354,0.55,0.587,0,0.128,-6.279,0.0329,165.975,0.466,284760,1,2,4,71
2001,Izzo (H.O.V.A.),spotify:track:16rzBmxDZY8ZGGK2lWTPtf,JAY-Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,The Hits Collection Volume One (Deluxe),spotify:album:0z3nweFUGrzH2UZ0pohPAn,0.0171,0.691,0.901,1.92e-05,0.076,-1.872,0.363,173.415,0.757,240747,0,6,4,38
2001,Crazy for This Girl,spotify:track:53z0hOqr2yeSj3ZqCdiYNg,Evan And Jaron,spotify:artist:1xeZcY93inQY14LWwnxd5G,evan and jaron,spotify:album:0aWAQQw7q4W3xKh35nGNnr,0.0007,0.454,0.92,4.47e-05,0.102,-5.498,0.037,94.071,0.417,202027,1,0,4,44
2001,Nobody Wants to Be Lonely,spotify:track:3z7UpNMQxSoS1V4PtupjD1,Ricky Martin,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,Sound Loaded,spotify:album:3zI9R2ktXKRwcPpZH1zpPe,0.196,0.631,0.682,0,0.628,-5.845,0.0289,99.64,0.552,305333,0,11,4,30
2001,I Just Wanna Love U (Give It 2 Me),spotify:track:0C2lRyKTq9vZrO3B3Vzk71,JAY-Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,The Dynasty: Roc La Famila 2000,spotify:album:2y3td1kVJW4TqGuTAYm8gD,0.272,0.812,0.957,3.89e-06,0.0292,-2.755,0.244,98.861,0.779,226800,0,11,4,27
2001,One Minute Man (feat. Ludacris),spotify:track:0jG92AlXau21qgCQRxGLic,Missy Elliott;Ludacris,"spotify:artist:2wIVse2owClT7go1WT98tk,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi",Miss E... So Addictive,spotify:album:20t54K6C80QQH7vbcpfJcP,0.0266,0.622,0.669,2.97e-06,0.152,-8.419,0.329,93.839,0.57,252987,1,9,4,57
2001,Danger (Been So Long) featuring Nivea,spotify:track:0e42i89bY2NmPuVDtey8pg,Mystikal,spotify:artist:3LIJJJkO7R5RasRwt7xIn5,Let's Get Ready,spotify:album:388lv1ynvLzyJooZsNmf0l,0.211,0.92,0.861,2.59e-05,0.0288,-5.435,0.218,97.969,0.718,211400,1,7,4,48
2001,Only Time,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,Enya,spotify:artist:6uothxMWeLWIhsGeF7cyo4,A Day Without Rain,spotify:album:2ioso1tqQ5zABQDVYyiUi5,0.841,0.418,0.249,0.661,0.112,-13.744,0.0301,82.803,0.213,218547,1,3,4,71
2001,I Do!!,spotify:track:0NdEFLohwfZpyncrBCq1ZY,Toya,spotify:artist:6cStgiv1qH5z6GYrFsjuGj,Toya,spotify:album:6Kykkbhfc5bRHTFw6fLqBT,0.0859,0.781,0.583,0.00216,0.058,-7.83,0.0628,156.264,0.91,213493,0,6,4,47
2001,Never Had A Dream Come True,spotify:track:1rzssdgfZiGs7VAMsYN9SF,S Club 7,spotify:artist:1kM5rgJvkiDMOoKX56H6pX,7,spotify:album:7nCFDT4RoGQcXoPFTDrpGH,0.508,0.636,0.531,0,0.0952,-5.593,0.0273,122.918,0.496,240640,1,5,4,53
2001,Stranger in My House,spotify:track:08GOEVXupC6ECbulhPGQKm,Tamia,spotify:artist:0le01dl1WllSHhjEXRl4in,A Nu Day,spotify:album:4cYOUdfGAj9E2IOCWTo3ZM,0.103,0.676,0.601,0,0.147,-4.905,0.0297,119.94,0.206,285387,1,0,4,48
2001,Irresistible,spotify:track:2TVSa07y6g3HRn4oLWv57M,Jessica Simpson,spotify:artist:2tFN9ubMXEhdAQvdQxcsma,Irresistible,spotify:album:2hsnnIggsWV9kvHpOO8kk3,0.0279,0.659,0.966,8.25e-05,0.0489,-2.783,0.0538,93.008,0.687,193600,0,8,4,42
2001,Heard It All Before,spotify:track:0xikWgPgYN9BEes0ieZ8Co,Sunshine Anderson,spotify:artist:0hnmRa5ahunapQbPjKUbMK,Your Woman,spotify:album:2y7sSNd02a5uTfauRPY0lp,0.0611,0.698,0.925,0,0.095,-4.209,0.222,96.953,0.676,295827,0,3,4,55
2001,The Space Between,spotify:track:65KzDXZm9aQt8sA1k0ZVG3,Dave Matthews Band,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L,Everyday,spotify:album:3rSa8BooDEnGNEJevXOwgI,0.0471,0.406,0.73,0,0.229,-6.278,0.0315,170.032,0.207,242000,1,9,4,57
2001,There You'll Be - Remastered Version,spotify:track:1s2khOWzC99udpUaPICLJI,Faith Hill,spotify:artist:25NQNriVT2YbSW80ILRWJa,The Hits,spotify:album:7fvl3dOnDrv9rq5IBmLbAa,0.496,0.325,0.532,0,0.134,-7.208,0.0308,129.021,0.162,220840,1,8,4,56
2001,Love,spotify:track:6uSa5iCMwPr10Ftpz8w09b,Musiq Soulchild,spotify:artist:3UVRliakQfa1pMWIsNuiZ8,Aijuswanaseing,spotify:album:2RmMKj20xouC3Mqq1CyZ3c,0.342,0.569,0.385,0,0.0876,-9.919,0.0499,99.739,0.339,304667,0,1,4,55
2001,It's Over Now,spotify:track:769geiA8btidGHda4BBDOJ,112,spotify:artist:7urq0VfqxEYEEiZUkebXT4,Part III,spotify:album:6QlbqTqKJt1UnuH3PLz9mb,0.0106,0.66,0.71,7.01e-06,0.0736,-4.541,0.0409,97.988,0.233,264933,1,1,4,63
2001,No More (Baby I'ma Do Right),spotify:track:5zn1hpm9N0ylKB7kOtpCw2,3LW,spotify:artist:2lFHVcUeJ9Gq6AZiU3ZAOa,3LW,spotify:album:7l1ra4zaCXyfr4yTby63t7,0.102,0.721,0.723,4.4e-06,0.0651,-7.08,0.0631,88.933,0.761,263440,0,2,4,56
2001,Turn Off The Light,spotify:track:7sVvY1tEvk5VfitXX2PDOk,Nelly Furtado,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,"Whoa, Nelly!",spotify:album:23pjCUj0AFDWNgh9uto3yR,0.0839,0.587,0.679,0.000316,0.413,-6.26,0.0927,180.184,0.65,276107,1,2,4,37
2001,Ain't Nothing 'Bout You,spotify:track:5dPSCeB8Ly3RxNLme5bomi,Brooks & Dunn,spotify:artist:0XKOBt59crntr7HQXXO8Yz,Steers & Stripes,spotify:album:1E8WkSznQgZJWDPF6S1fn5,0.216,0.379,0.857,3.17e-06,0.303,-5.373,0.0434,201.265,0.72,201267,1,0,4,46
2001,Play,spotify:track:7fFCnttacpotkyhTOxKv14,Jennifer Lopez,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,J.Lo,spotify:album:76QqoE30i9HVwxtxYMkWXT,0.0303,0.775,0.729,0.00247,0.0361,-4.229,0.162,104.719,0.895,211493,0,1,4,52
2001,I'm Already There,spotify:track:34Vn9nKfztyLco9lJazy4j,Lonestar,spotify:artist:3qbnxnvUqR14MJ9g8QwZJK,I'm Already There,spotify:album:4aC1f4gcfN1lGRG1W9OuMJ,0.61,0.377,0.395,0,0.295,-8.622,0.0332,133.296,0.221,253373,1,3,4,61
2001,My Baby,spotify:track:0s9A4pUBLw68E76vY8LU9K,Lil' Romeo,spotify:artist:2AXQzJRDvlJrq0fiVAnRy8,Lil' Romeo,spotify:album:5nGDOHOqBjPPFrvpySIs8A,0.0481,0.82,0.761,0,0.218,-2.714,0.219,97.423,0.584,221000,1,1,4,33
2001,Beautiful Day,spotify:track:1VuBmEauSZywQVtqbxNqka,U2,spotify:artist:51Blml2LZPmy7TTiAg47vQ,All That You Can't Leave Behind,spotify:album:7gskILm9UyDvFlmmAoqn2g,0.014,0.539,0.926,0.00136,0.36,-6.495,0.0499,136.279,0.454,246400,1,2,4,63
2001,Austin,spotify:track:2WQAknZHrJAEQOFXe0F44P,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,Blake Shelton,spotify:album:4BRHk20nhD24APuvO9PvC8,0.188,0.605,0.609,0,0.0982,-7.063,0.0278,119.914,0.275,230333,1,7,4,63
2001,Southern Hospitality,spotify:track:6tJxCYU6HUN40FZ0gwPaCU,Ludacris;Pharrell Williams,"spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,spotify:artist:2RdwBSPQiwcmiDo9kixcl8",Back For The First Time,spotify:album:1KOKcpBEYxfbZkoPAyQzV8,0.0426,0.618,0.892,0,0.0846,-4.774,0.252,94.954,0.629,300920,1,0,4,31
2001,Grown Men Don't Cry,spotify:track:4RtDZMumlKxsN7IL3AJPUx,Tim McGraw,spotify:artist:6roFdX1y5BYSbp60OTJWMd,Set This Circus Down,spotify:album:1gia1KbXO82zqBEvaYQ6qq,0.199,0.657,0.513,0,0.0994,-8.514,0.024,101.815,0.56,235760,1,10,4,43
2001,Livin' It Up,spotify:track:52gqeRlrBE7hqMlRxEsi6y,Ja Rule;Case,"spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy",Pain Is Love,spotify:album:2wMavIKnu6feFNOeQ1hVwf,0.0554,0.854,0.768,0,0.041,-4.086,0.339,106.07,0.633,257067,1,6,4,62
2001,"Loverboy (feat. Da Brat, Ludacris, Twenty II & Shawnna) - Remix",spotify:track:0rtDDIIiHZL19ZLUwGR74C,Mariah Carey;Da Brat;Ludacris;Twenty II;Shawnna,"spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,spotify:artist:2I1bnmb9VQEQGKHxvr0gSf,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,spotify:artist:1nPV9GemEPQyWiFKF9IcL1,spotify:artist:4gpDA7R5796e6zbvZxGNga",The Remixes,spotify:album:7GTZRYNB0eAig7UTsb54XG,0.25,0.697,0.784,0,0.337,-8.202,0.123,103.066,0.889,269933,1,1,4,0
2001,Contagious,spotify:track:7HjJQunSPwkXXVnGeItUEH,The Isley Brothers,spotify:artist:53QzNeFpzAaXYnrDBbDrIp,Eternal,spotify:album:0UnGCxrpGCUQOqsQ4h6BP9,0.24,0.709,0.449,0,0.134,-7.251,0.04,113.023,0.204,346467,0,4,4,50
2001,Who I Am,spotify:track:3tEYaYV2rrsAcL6AcPxetH,Jessica Andrews,spotify:artist:5rNhVm2CnqiO5Lv4Dt2lck,Who I Am,spotify:album:0Ap0drTLnlqwYl4sTm6HMw,0.0125,0.419,0.671,0,0.115,-5.364,0.0312,83.908,0.311,255234,1,7,4,1
2001,Music,spotify:track:6IFOw9Ck9mWHRQgw6QrPYx,Erick Sermon;Marvin Gaye,"spotify:artist:2VX0o9LDIVmKIgpnwdJpOJ,spotify:artist:3koiLjNrgRTNbOwViDipeA",Music,spotify:album:7mUzxkBleB7QiVUw6wJsXU,0.187,0.897,0.466,1.35e-06,0.0757,-9.053,0.203,100.01,0.884,223133,0,10,4,54
2001,I Wanna Be Bad,spotify:track:6f67kjvFmXZTA47K8JNVBU,Willa Ford,spotify:artist:0kuEP1E9k3WBEwMKwEmp9u,Willa Was Here,spotify:album:3QQsh7NGbYK1Igxenqi4MZ,0.234,0.647,0.818,1.89e-05,0.216,-3.47,0.0647,180.019,0.816,183560,0,9,4,49
2001,Don't Happen Twice,spotify:track:04ccQGJ1i8gL7JoeCPiJbv,Kenny Chesney,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,Greatest Hits,spotify:album:7iDMtLZF5xX8Ijx3PossZk,0.00626,0.499,0.708,1.15e-05,0.0423,-7.029,0.0301,158.785,0.617,203067,1,7,4,51
2001,One More Day,spotify:track:3TNoNv8Z80M3pfm6CcODsh,Diamond Rio,spotify:artist:0svyIX7Xu3DVMkrOtB88i6,One More Day,spotify:album:43WoT1H0ferVcZ0NVjOubF,0.592,0.668,0.405,0,0.115,-7.629,0.0277,131.064,0.234,216173,1,4,4,26
2001,I Wish,spotify:track:7sOqd1dVmfU5mgqrUtlqc5,R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ,TP-2.com,spotify:album:6wQNHLyPfngt7Yk7g2cw2u,0.068,0.42,0.463,0,0.119,-9.056,0.12,78.83,0.659,334000,1,6,4,44
2001,It's A Great Day To Be Alive,spotify:track:3oW6SWwGqiZSPTiAp7ZQoH,Travis Tritt,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2,Down The Road I Go,spotify:album:2ewYJg5AuA9bXWrvOs1mtB,0.246,0.595,0.653,0,0.264,-4.935,0.0265,128.93,0.542,241533,1,7,4,69
2001,I'm a Thug,spotify:track:6j2aNuhJJUnRj6UHcvn5PI,Trick Daddy,spotify:artist:12FHARd9fY0Tu0ila4Ua25,THUGS ARE US,spotify:album:2oJxBPqylFpSb60hOJ4DcH,0.0275,0.933,0.562,0,0.102,-5.963,0.122,139.981,0.587,254400,1,11,4,56
2001,Here's to the Night,spotify:track:4tgeQrPu5xkrnwErym2JsJ,Eve 6,spotify:artist:4Eqd24yS5YcxI8b6Xfuwr8,Horrorscope,spotify:album:2aO4ZbunEAG1iaw45Aiosv,0.0405,0.583,0.652,0.000378,0.0781,-6.255,0.0244,97.469,0.352,249840,1,7,4,56
2001,You Shouldn't Kiss Me Like This,spotify:track:5taqvRgn1DdZ117p2DhPXQ,Toby Keith,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,How Do You Like Me Now?!,spotify:album:2GBWYbIHyVneL0VylPXa6Y,0.474,0.439,0.665,1.56e-05,0.26,-7.671,0.0351,168.707,0.328,223467,1,7,4,44
2001,Dance with Me,spotify:track:1C2Q3AymKS17bw7T5gfq6p,Debelah Morgan,spotify:artist:0tRRrNLQY5rejEDVSjy4w3,Dance With Me,spotify:album:0oFog5D96o6hSZXSj0obCn,0.309,0.85,0.674,0.000645,0.0356,-7.981,0.0373,115.005,0.74,220107,0,7,4,42
2001,"So Fresh, So Clean",spotify:track:6glsMWIMIxQ4BedzLqGVi4,OutKast,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,Stankonia,spotify:album:2tm3Ht61kqqRZtIYsBjxEj,0.0278,0.725,0.64,0,0.099,-7.905,0.332,166.029,0.915,240027,0,5,3,66
2001,E.I.,spotify:track:703b51gh4ah7GYTYwKphj5,Nelly,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Country Grammar,spotify:album:2HWBPvQoaMFBF6krXyzpOv,0.0884,0.835,0.497,0,0.0777,-7.876,0.16,89.861,0.373,285907,0,2,4,3
2001,Be Like That,spotify:track:3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,spotify:artist:2RTUTCvo6onsAnheUk3aL9,The Better Life,spotify:album:5gO2acKSOaJnP0Mcy8IpU6,0.00536,0.487,0.702,4.93e-06,0.129,-6.043,0.0238,95.973,0.306,265907,1,7,4,59
2001,Most Girls,spotify:track:6gEioWsXbaNY025YFTYaBE,P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,Can't Take Me Home,spotify:album:1FtowJguLCYT0Fe2xAsKMb,0.0392,0.753,0.745,0.00321,0.0664,-5.698,0.0312,97.919,0.692,298933,0,11,4,1
2001,Oochie Wally - Remix,spotify:track:0LAlDN9m1VodUMl6Ww1cm1,Nas;Bravehearts,"spotify:artist:20qISvAhX20dpIbOOzGK3q,spotify:artist:16HCiYXoNdjZDdKPaH03b8",Nas & Ill Will Records Presents Queensbridge the album,spotify:album:5k5sTMloKm2hXD725RH3CY,0.0564,0.64,0.721,0.000842,0.774,-6.955,0.322,93.346,0.714,297907,1,7,4,48
2001,Hero,spotify:track:3NdkOHvXadtSXWHPQ66rW5,Enrique Iglesias,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,Escape,spotify:album:045SvC3Y4s8F4BmgZbZ1yt,0.147,0.555,0.638,2.31e-05,0.107,-5.555,0.0418,151.933,0.149,264240,1,7,4,46
2001,Hemorrhage (In My Hands),spotify:track:1sjrDQXqAa9V07FjKIlAQ4,Fuel,spotify:artist:0EyuKHE1AeE9lWUF8mzKVp,Something Like Human,spotify:album:1OmZcrLO7y9cL7pq8Ge0LL,0.000144,0.301,0.823,0.000309,0.0833,-4.072,0.0433,152.017,0.372,236867,1,1,4,58
2002,How You Remind Me,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,Nickelback,spotify:artist:6deZN1bslXzeGvOLaLMOIF,Silver Side Up,spotify:album:5fKL7vMTXvhR9tov8Kqt3u,0.00135,0.446,0.764,0,0.099,-5.042,0.033,172.094,0.543,223840,1,10,4,78
2002,Foolish,spotify:track:6zMUIb4uce1CzpbjR3vMdN,Ashanti,spotify:artist:5rkVyNGXEgeUqKkB5ccK83,Ashanti,spotify:album:5M3BrdaT0TV5SsYsM5PM8X,0.337,0.665,0.696,0,0.106,-5.763,0.0521,90.116,0.711,227387,1,0,4,72
2002,Hot In Herre,spotify:track:04KTF78FFg8sOHC1BADqbY,Nelly,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nellyville,spotify:album:4HUUHHXBXImwksfbSPqE7q,0.206,0.956,0.745,0,0.0615,-4.753,0.12,107.075,0.912,228240,0,11,4,72
2002,Dilemma,spotify:track:0ARK753YaiJbpLUk7z5yIM,Nelly;Kelly Rowland,"spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,spotify:artist:3AuMNF8rQAKOzjYppFNAoB",Nellyville,spotify:album:4HUUHHXBXImwksfbSPqE7q,0.227,0.727,0.552,0.000164,0.198,-8.074,0.14,168.189,0.607,289160,0,2,4,78
2002,Wherever You Will Go,spotify:track:5QpaGzWp0hwB5faV8dkbAz,The Calling,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,Camino Palmero,spotify:album:2Ir1mtE8K61cCNY5WQyKGV,0.0367,0.558,0.719,0,0.115,-5.113,0.0267,112.027,0.371,208600,1,2,4,72
2002,A Thousand Miles,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,Vanessa Carlton,spotify:artist:5ILrArfIV0tMURcHJN8Q07,Be Not Nobody,spotify:album:5e7T2qUigzt0oIr50KsOld,0.323,0.56,0.825,0,0.161,-3.862,0.0379,94.931,0.268,237493,1,11,4,77
2002,In the End,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Hybrid Theory (Bonus Edition),spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,0.00958,0.556,0.864,0,0.209,-5.87,0.0584,105.143,0.4,216880,0,3,4,84
2002,What's Luv? (feat. Ja-Rule & Ashanti),spotify:track:2mKouqwAIdQnMP43zxR89r,Fat Joe;Ja Rule;Ashanti,"spotify:artist:3ScY9CQxNLQei8Umvpx5g6,spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,spotify:artist:5rkVyNGXEgeUqKkB5ccK83",Jealous Ones Still Envy (J.O.S.E),spotify:album:6vMgb2mih3pPiWUxF8VEdI,0.0219,0.835,0.707,2.19e-05,0.108,-5.074,0.0598,93.955,0.919,267093,1,8,4,73
2002,U Got It Bad,spotify:track:7J41dYQolQJEtj3UmKLu5r,Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,8701,spotify:album:6k16WXh4rKyusIoN00rmpi,0.0227,0.816,0.5,1.53e-06,0.0733,-4.551,0.03,124.037,0.649,247840,1,1,4,70
2002,Blurry,spotify:track:5ceGigL7CZQ3Ih6W8SIbv8,Puddle Of Mudd,spotify:artist:3dXaa6jwM7B52GZpaJEIr5,Come Clean,spotify:album:4WAujFDGR5UdnGpK0tKy2v,0.00916,0.431,0.94,0,0.142,-4.462,0.0563,157.477,0.484,304000,0,3,4,8
2002,Complicated,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,Let Go,spotify:album:3zXjR3y2dUWklKmmp6lEhy,0.0572,0.585,0.776,7.74e-06,0.3,-5.898,0.0459,77.987,0.427,244507,1,5,4,78
2002,Always On Time,spotify:track:4hrae8atte6cRlSC9a7VCO,Ja Rule;Ashanti,"spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,spotify:artist:5rkVyNGXEgeUqKkB5ccK83",Pain Is Love,spotify:album:2wMavIKnu6feFNOeQ1hVwf,0.208,0.84,0.706,0,0.241,-6.104,0.2,96.673,0.839,245133,0,5,4,73
2002,Ain't It Funny,spotify:track:5Bi7SC49g4neuXwzgXBeFy,Ja Rule;Jennifer Lopez;Caddillac Tah,"spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,spotify:artist:4a7eqaOZbZrEj2J37FzJvl",Exodus,spotify:album:39lCqjmsHd9Grp9DFmdrf8,0.379,0.81,0.653,0,0.051,-5.523,0.142,89.43,0.688,236653,1,8,4,11
2002,The Middle,spotify:track:3mcG2NI5G5vhrQtRda1YnA,Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,Bleed American (Deluxe Edition),spotify:album:2ZuFyQ3E5n1L0VA9iyH0YV,0.0424,0.629,0.897,0,0.263,-3.401,0.0483,161.944,0.93,168253,1,2,4,20
2002,I Need a Girl (Pt. One) (feat. Usher & Loon),spotify:track:7lVNTXkI3cHFvcXiI8damb,Diddy;Usher;Loon,"spotify:artist:59wfkuBoNyhDMQGCljbUbA,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:artist:2gie1bU1LwnxdFAJoTLjzT",R&B Hits,spotify:album:5Bp5PZqYJ9tiz0Hf6lOD5Q,0.397,0.66,0.707,0,0.211,-5.758,0.208,89.279,0.761,268800,1,6,4,64
2002,U Don't Have to Call,spotify:track:5PCJldueshnwqQVjS16543,Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,8701,spotify:album:6k16WXh4rKyusIoN00rmpi,0.0478,0.793,0.568,3.57e-05,0.0304,-4.958,0.0459,100.005,0.806,269400,1,1,4,59
2002,Family Affair,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,Mary J. Blige,spotify:artist:1XkoF8ryArs86LZvFOkbyr,No More Drama,spotify:album:5QJmKwPveBV4IwLlo4OcG4,0.132,0.911,0.551,4.12e-05,0.0863,-3.75,0.0449,92.887,0.969,265867,0,8,4,71
2002,"I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)",spotify:track:6Wt5QBzHp9vdSLAFlvdnDQ,Diddy;Ginuwine;Loon;Mario Winans,"spotify:artist:59wfkuBoNyhDMQGCljbUbA,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,spotify:artist:2gie1bU1LwnxdFAJoTLjzT,spotify:artist:4BIQA9vRkqXEnA2twmq7mU",Bad Boy's 10th Anniversary- The Hits,spotify:album:46JQVqJpOg8opDLUl1qHT1,0.421,0.713,0.471,0,0.0308,-7.392,0.483,199.765,0.781,285587,0,1,4,68
2002,Gangsta Lovin',spotify:track:0WgLpgUdThEpA5L5K0SKq7,Eve;Alicia Keys,"spotify:artist:4d3yvTptO48nOYTPBcPFZC,spotify:artist:3DiDSECUqqY1AuBP8qtaIa",Eve-Olution,spotify:album:4hnjhj3GcyzUDatpKFHQVR,0.0619,0.723,0.84,0,0.0945,-3.523,0.0608,94.332,0.827,239267,0,1,4,58
